,Unnamed: 0,contributor,hl_num,image_src,isbn,medium,price,product_link,series,title,voicing,series.1,publisher,format,high_quality_image_link,details
9601,9601,Nathan Howe,35031183,https://halleonard-common.s3.amazonaws.com/item_gif/35031183.gif,9.7815E+12,Octavo,$2.10 (US),https://www.halleonard.com/product/35031183/i-want-to-stare-at-my-phone-with-you?subsiteid=1,Shawnee Press,I Want To Stare at My Phone With You,"
			SAB
			
		",,,,,
9602,9602,Ed Lojeski,,https://halleonard-common.s3.amazonaws.com/item_gif/08215700.gif,,,,https://www.halleonard.com/product-family/PC13112/fiddler-on-the-roof-choral-medley?subsiteid=1,Broadway Choral,Fiddler on the Roof (Choral Medley),"
			SATB, SAB, SSA, 2-Part, Combo (Digital), ShowTrax CD
			
		",,,,,
9603,9603,,324666,https://halleonard-common.s3.amazonaws.com/item_gif/00324666.gif,,General Merchandise,$410.99 (US),https://www.halleonard.com/product/324666/stealth-docking-station?subsiteid=1,Gibraltar,Stealth Docking Station,,,,,,
9604,9604,"Arrangers: Mac Huff,Paul Murtha",,https://halleonard-common.s3.amazonaws.com/item_gif/04000857.gif,,,,https://www.halleonard.com/product-family/PC14384/richard-rodgers-in-concert-medley?subsiteid=1,Young Concert Band,Richard Rodgers in Concert (Medley),"
			Score & Parts, SATB, SAB, 2-Part, ShowTrax CD
			
		",,,,,
9605,9605,Various,121902,https://halleonard-common.s3.amazonaws.com/item_gif/00121902.gif,9.78148E+12,Softcover Audio Online,$16.99 (US),https://www.halleonard.com/product/121902/jazzfunk?subsiteid=1,Jazz Play Along,Jazz/Funk,,,,,,
9606,9606,Editor: H. Voxman,4471740,https://halleonard-common.s3.amazonaws.com/item_gif/04471740.gif,9.78142E+12,Softcover,$9.99 (US),https://www.halleonard.com/product/4471740/concert-and-contest-collection?subsiteid=1,Rubank Solo Collection,Concert and Contest Collection,,,,,,
9607,9607,,,/images/default.svg,,,,https://www.halleonard.com/product-family/PC14583/somewhere-in-my-memory?subsiteid=1,Secular Christmas Choral,Somewhere in My Memory,"
			SATB, SAB, 2-Part, IPAKO, ShowTrax CD
			
		",,,,,
9608,9608,Mark Brymer,,https://halleonard-common.s3.amazonaws.com/item_gif/08745376.gif,,,,https://www.halleonard.com/product-family/PC14790/til-the-season-comes-round-again?subsiteid=1,Secular Christmas Choral,'Til the Season Comes 'Round Again,"
			SATB, SAB, 2-Part, ShowTrax CD
			
		",,,,,
9609,9609,Elise Ecklund,322787,https://halleonard-common.s3.amazonaws.com/item_gif/00322787.gif,,Stringed Instruments,$79.99 (US),https://www.halleonard.com/product/322787/elise-ecklund-sunset-signature-soprano-ukulele?subsiteid=1,Flight Ukuleles,Elise Ecklund Sunset Signature Soprano Ukulele,,,,,,
9610,9610,Larry Teal,50330570,https://halleonard-common.s3.amazonaws.com/item_gif/50330570.gif,9.78079E+12,Softcover,$19.99 (US),https://www.halleonard.com/product/50330570/solos-for-the-tenor-saxophone-player?subsiteid=1,Woodwind Solo,Solos for the Tenor Saxophone Player,,,,,,
9611,9611,,327210,https://halleonard-common.s3.amazonaws.com/item_gif/00327210.gif,,General Merchandise,$82.99 (US),https://www.halleonard.com/product/327210/tablet-mount-with-long-boom-arm-and-grabber-clamp?subsiteid=1,Gibraltar,Tablet Mount with Long Boom Arm and Grabber Clamp,,,,,,
9612,9612,Traditional Spiritual,,https://halleonard-common.s3.amazonaws.com/item_gif/35030020.gif,,,,https://www.halleonard.com/product-family/PC22935/carry-me-home?subsiteid=1,Shawnee Sacred,Carry Me Home,"
			SSA a cappella, TTB a cappella
			
		",,,,,
9613,9613,"Composers: Lenny Lipton,Peter Yarrow",14026333,https://halleonard-common.s3.amazonaws.com/item_gif/14026333.gif,9.7814E+12,Softcover with CD,$19.95 (US),https://www.halleonard.com/product/14026333/puff-the-magic-dragon?subsiteid=1,Music Sales America,Puff the Magic Dragon,,,,,,
9614,9614,Greg Gilpin,,https://halleonard-common.s3.amazonaws.com/item_gif/35027564.gif,,,,https://www.halleonard.com/product-family/PC13670/its-my-party-medley?subsiteid=1,Choral,It's My Party Medley,"
			SSA, Studiotrax CD
			
		",,,,,
9615,9615,ed. Mittell,50485872,https://halleonard-common.s3.amazonaws.com/item_gif/50485872.gif,9.78063E+12,Softcover,$17.99 (US),https://www.halleonard.com/product/50485872/pupils-concertos-complete?subsiteid=1,String,"Pupil's Concertos, Complete","
			Violin
			
		",,,,,
9616,9616,Editor: Harvey S. Whistler,4470550,https://halleonard-common.s3.amazonaws.com/item_gif/04470550.gif,9.78146E+12,,$7.99 (US),https://www.halleonard.com/product/4470550/pares-scales--french-horn-in-f-or-e-flat-and-mellophone?subsiteid=1,Brass Method,Pares Scales – French Horn in F or E-flat and Mellophone,,,,,,
9617,9617,John Williams,110292,https://halleonard-common.s3.amazonaws.com/item_gif/00110292.gif,9.78148E+12,Softcover,$7.99 (US),https://www.halleonard.com/product/110292/star-wars?subsiteid=1,Recorder,Star Wars,,,,,,
9618,9618,,776227,https://halleonard-common.s3.amazonaws.com/item_gif/00776227.gif,,General Merchandise,$36.99 (US),https://www.halleonard.com/product/776227/pocket-practice-pad?subsiteid=1,Gibraltar,Pocket Practice Pad,,,,,,
9619,9619,Various Authors,699553,https://halleonard-common.s3.amazonaws.com/item_gif/00699553.gif,9.78063E+12,Softcover with DVD,$19.95 (US),https://www.halleonard.com/product/699553/play-flute-today-beginners-pack?subsiteid=1,Play Today Instructional Series,Play Flute Today! Beginner's Pack,"
			Flute
			
		",,,,,
9620,9620,,862625,https://halleonard-common.s3.amazonaws.com/item_gif/00862625.gif,9.78063E+12,Softcover Audio Online,$9.99 (US),https://www.halleonard.com/product/862625/essential-technique-for-band-with-eei---intermediate-to-advanced-studies?subsiteid=1,Essential Elements,Essential Technique for Band with EEi - Intermediate to Advanced Studies,,,,,,
9621,9621,Various,862618,https://halleonard-common.s3.amazonaws.com/item_gif/00862618.gif,9.78063E+12,Softcover Media Online,$9.99 (US),https://www.halleonard.com/product/862618/essential-technique-for-band-with-eei---intermediate-to-advanced-studies?subsiteid=1,Essential Elements,Essential Technique for Band with EEi - Intermediate to Advanced Studies,,,,,,
9622,9622,,171350,https://halleonard-common.s3.amazonaws.com/item_gif/00171350.gif,,General Merchandise,$275.00 (US),https://www.halleonard.com/product/171350/one?subsiteid=1,Apogee,One,,,,,,
9623,9623,Lindsey Stirling,109715,https://halleonard-common.s3.amazonaws.com/item_gif/00109715.gif,9.78148E+12,Softcover Audio Online,$19.99 (US),https://www.halleonard.com/product/109715/lindsey-stirling?subsiteid=1,Violin Play-Along,Lindsey Stirling,,,,,,
9624,9624,Stephen Sondheim,,https://halleonard-common.s3.amazonaws.com/item_gif/08621849.gif,,,,https://www.halleonard.com/product-family/PC13641/into-the-woods?subsiteid=1,Broadway Choral,Into the Woods,"
			SATB, SAB, 2-Part, Instrumental Parts, ShowTrax CD
			
		",,,,,
9625,9625,Ed Sheeran,274194,https://halleonard-common.s3.amazonaws.com/item_gif/00274194.gif,9.78154E+12,Softcover Audio Online,$16.99 (US),https://www.halleonard.com/product/274194/ed-sheeran?subsiteid=1,Violin Play-Along,Ed Sheeran,,,,,,
9626,9626,Allan Naplan,48019890,https://halleonard-common.s3.amazonaws.com/item_gif/48019890.gif,,,$2.15 (US),https://www.halleonard.com/product/48019890/al-shlosha-dvarim?subsiteid=1,Conductor's Choice,Al Shlosha D'varim,"
			SATB
			
		",,,,,
9627,9627,"Composers: Alan Menken,Jack Feldman",123302,https://halleonard-common.s3.amazonaws.com/item_gif/00123300.gif,,,$2.15 (US),https://www.halleonard.com/product/123302/seize-the-day?subsiteid=1,Disney Choral,Seize the Day,"
			TTBB a cappella
			
		",,,,,
9628,9628,Carrie Underwood,,https://halleonard-common.s3.amazonaws.com/item_gif/08748609.gif,,,,https://www.halleonard.com/product-family/PC13077/ever-ever-after?subsiteid=1,Disney Choral,Ever Ever After,"
			SATB, SAB, SSA, Digital Instrumental Pak Rhyth, ShowTrax CD
			
		",,,,,
9629,9629,Various,160729,https://halleonard-common.s3.amazonaws.com/item_gif/00160729.gif,9.7815E+12,Softcover Media Online,$12.99 (US),https://www.halleonard.com/product/160729/rubank-book-of-alto-saxophone-solos--easy-level?subsiteid=1,Rubank Book/ Audio Products,Rubank Book of Alto Saxophone Solos – Easy Level,,,,,,
9630,9630,"Composers: Arthur Freed,Nacio Herb Brown",142793,https://halleonard-common.s3.amazonaws.com/item_gif/00142791.gif,,,$2.15 (US),https://www.halleonard.com/product/142793/singin-in-the-rain?subsiteid=1,Broadway Choral,Singin' in the Rain,"
			2-Part
			
		",,,,,
9631,9631,"Composers: Elton John,Bernie Taupin",,https://halleonard-common.s3.amazonaws.com/item_gif/00304813.gif,,,,https://www.halleonard.com/product-family/PC21512/im-gonna-love-me-again?subsiteid=1,Pop Choral Series,(I'm Gonna) Love Me Again,"
			SATB, SAB, 2-Part, Rhythm Section Parts, ShowTrax CD
			
		",,,,,
9632,9632,Antonio Carlos Jobim,843001,https://halleonard-common.s3.amazonaws.com/item_gif/00843001.gif,9.78063E+12,Softcover with CD,$17.99 (US),https://www.halleonard.com/product/843001/antonio-carlos-jobim-and-the-art-of-bossa-nova?subsiteid=1,Jazz Play Along,Antonio Carlos Jobim and the Art of Bossa Nova,,,,,,
9633,9633,Sergey Prokofiev,50483407,https://halleonard-common.s3.amazonaws.com/item_gif/50483407.gif,9.78079E+12,,$16.99 (US),https://www.halleonard.com/product/50483407/peter-and-the-wolf?subsiteid=1,Piano Large Works,Peter and the Wolf,,,,,,
9634,9634,Various,119094,https://halleonard-common.s3.amazonaws.com/item_gif/00119094.gif,9.78148E+12,Softcover,$14.99 (US),https://www.halleonard.com/product/119094/vh1s-100-greatest-songs-of-rock-and-roll?subsiteid=1,Instrumental Solo,VH1's 100 Greatest Songs of Rock and Roll,"
			Clarinet
			
		",,,,,
9635,9635,John O'Neill,49003173,https://halleonard-common.s3.amazonaws.com/item_gif/49003173.gif,9.7819E+12,,$32.99 (US),https://www.halleonard.com/product/49003173/the-jazz-method-for-alto-saxophone?subsiteid=1,Schott,The Jazz Method for Alto Saxophone,,,,,,
9636,9636,Various,50486142,https://halleonard-common.s3.amazonaws.com/item_gif/50486142.gif,9.78142E+12,Softcover Audio Online,$19.99 (US),https://www.halleonard.com/product/50486142/the-flute-collection--intermediate-level?subsiteid=1,Woodwind Solo,The Flute Collection – Intermediate Level,,,,,,
9637,9637,Tom Hapke,2500319,https://halleonard-common.s3.amazonaws.com/item_gif/02500319.gif,9.78158E+12,Softcover Audio Online,$16.99 (US),https://www.halleonard.com/product/2500319/66-drum-solos-for-the-modern-drummer?subsiteid=1,Percussion,66 Drum Solos for the Modern Drummer,,,,,,
9638,9638,Various,841442,https://halleonard-common.s3.amazonaws.com/item_gif/00841442.gif,9.78063E+12,Softcover Audio Online,$12.99 (US),https://www.halleonard.com/product/841442/jazz--blues?subsiteid=1,Instrumental Play-Along,Jazz & Blues,"
			Tenor Sax
			
		",,,,,
9639,9639,Leonard Cohen,148919,https://halleonard-common.s3.amazonaws.com/item_gif/00148919.gif,9.7815E+12,Softcover,$7.95 (US),https://www.halleonard.com/product/148919/hallelujah?subsiteid=1,Harp,Hallelujah,,,,,,
9640,9640,Tommy Igoe,111672,https://halleonard-common.s3.amazonaws.com/item_gif/00111672.gif,9.78148E+12,Softcover Media Online,$59.99 (US),https://www.halleonard.com/product/111672/tommy-igoe--groove-essentials-1020-complete?subsiteid=1,DVD,Tommy Igoe – Groove Essentials 1.0/2.0 Complete,,,,,,
9641,9641,Raymond Wise,323137,/images/default.svg,,Octavo,$2.25 (US),https://www.halleonard.com/product/323137/shine-the-light?subsiteid=1,Henry Leck Creating Artistry,Shine the Light,"
			SATB
			
		",,,,,
9642,9642,The Beatles,291026,https://halleonard-common.s3.amazonaws.com/item_gif/00291026.gif,9.78154E+12,Softcover,$9.99 (US),https://www.halleonard.com/product/291026/the-beatles-for-two-alto-saxes?subsiteid=1,Easy Instrumental Duets,The Beatles for Two Alto Saxes,"
			Alto Sax
			
		",,,,,
9643,9643,Beverly Simpson,842694,https://halleonard-common.s3.amazonaws.com/item_gif/00842694.gif,9.78146E+12,Softcover,$12.99 (US),https://www.halleonard.com/product/842694/the-hal-leonard-handbell-method?subsiteid=1,Instructional,The Hal Leonard Handbell Method,,,,,,
9644,9644,The Beatles,225337,https://halleonard-common.s3.amazonaws.com/item_gif/00225337.gif,9.7815E+12,Softcover Audio Online,$14.99 (US),https://www.halleonard.com/product/225337/the-beatles--instrumental-play-along?subsiteid=1,Instrumental Play-Along,The Beatles – Instrumental Play-Along,"
			Violin
			
		",,,,,
9645,9645,,776069,https://halleonard-common.s3.amazonaws.com/item_gif/00776069.gif,,General Merchandise,$58.99 (US),https://www.halleonard.com/product/776069/gibraltar-adjustable-right-angle-clamp?subsiteid=1,Gibraltar,Gibraltar Adjustable Right Angle Clamp,,,,,,
9646,9646,Billie Eilish,345648,https://halleonard-common.s3.amazonaws.com/item_gif/00345648.gif,9.78154E+12,Softcover Audio Online,$14.99 (US),https://www.halleonard.com/product/345648/billie-eilish?subsiteid=1,Instrumental Play-Along,Billie Eilish,"
			Flute
			
		",,,,,
9647,9647,"Authors: Michael Allen,Robert Gillespie,Pamela Tellejohn Hayes",868007,https://halleonard-common.s3.amazonaws.com/item_gif/00868007.gif,9.78079E+12,Softcover,$5.50 (US),https://www.halleonard.com/product/868007/essential-technique-for-strings-original-series?subsiteid=1,Essential Elements,Essential Technique for Strings (Original Series),,,,,,
9648,9648,Barry Talley,,https://halleonard-common.s3.amazonaws.com/item_gif/08703279.gif,,,,https://www.halleonard.com/product-family/PC14634/the-star-spangled-banner?subsiteid=1,Festival Choral,The Star Spangled Banner,"
			SATB a cappella, SSAA ACAPELL, TTBB a cappella
			
		",,,,,
9649,9649,Elvis Presley,,https://halleonard-common.s3.amazonaws.com/item_gif/08202048.gif,,,,https://www.halleonard.com/product-family/PC12769/cmon-everybody?subsiteid=1,Pop Choral Series,C'mon Everybody,"
			SATB, SAB, 2-Part, Combo (Digital), ShowTrax CD
			
		",,,,,
9650,9650,Douglas Spaniol,283708,https://halleonard-common.s3.amazonaws.com/item_gif/00283708.gif,9.78154E+12,Softcover,$34.99 (US),https://www.halleonard.com/product/283708/the-new-weissenborn-method-for-bassoon--volume-2?subsiteid=1,Instructional,The New Weissenborn Method for Bassoon – Volume 2,,,,,,
9651,9651,Benjamin Britten,48008894,https://halleonard-common.s3.amazonaws.com/item_gif/48008894.gif,,,$10.95 (US),https://www.halleonard.com/product/48008894/a-ceremony-of-carols-op-28?subsiteid=1,BH Large Choral,A Ceremony of Carols op. 28,"
			SSA
			
		",,,,,
9652,9652,Elise Ecklund,324390,https://halleonard-common.s3.amazonaws.com/item_gif/00324390.gif,,General Merchandise,$99.99 (US),https://www.halleonard.com/product/324390/flight-elise-ecklund-sunset-travel-ukulele-bundle?subsiteid=1,Flight Ukuleles,Flight Elise Ecklund Sunset Travel Ukulele Bundle,,,,,,
9653,9653,,776056,https://halleonard-common.s3.amazonaws.com/item_gif/00776056.gif,,General Merchandise,$50.99 (US),https://www.halleonard.com/product/776056/gibraltar-adjustable-right-angle-clamp?subsiteid=1,Gibraltar,Gibraltar Adjustable Right Angle Clamp,,,,,,
9654,9654,Dennis Taylor,311413,https://halleonard-common.s3.amazonaws.com/item_gif/00311413.gif,9.78142E+12,Softcover Audio Online,$19.99 (US),https://www.halleonard.com/product/311413/hal-leonard-tenor-saxophone-method?subsiteid=1,Sax Instruction,Hal Leonard Tenor Saxophone Method,,,,,,
9655,9655,,278795,https://halleonard-common.s3.amazonaws.com/item_gif/00278795.gif,,General Merchandise,$27.49 (US),https://www.halleonard.com/product/278795/md2-desktop-microphone-stand?subsiteid=1,Samson Audio,MD2 Desktop Microphone Stand,,,,,,
9656,9656,Frankie Valli,130419,https://halleonard-common.s3.amazonaws.com/item_gif/00130417.gif,,,$2.15 (US),https://www.halleonard.com/product/130419/cant-take-my-eyes-off-of-you?subsiteid=1,Pop Choral Series,Can't Take My Eyes Off of You,"
			TTB
			
		",,,,,
9657,9657,Tom Maguire,14015474,https://halleonard-common.s3.amazonaws.com/item_gif/14015474.gif,9.7819E+12,Softcover with CD,$16.95 (US),https://www.halleonard.com/product/14015474/how-to-play-the-irish-tin-whistle?subsiteid=1,Music Sales America,How to Play the Irish Tin Whistle,,,,,,
9658,9658,Michael Jackson,,https://halleonard-common.s3.amazonaws.com/item_gif/08202501.gif,,,,https://www.halleonard.com/product-family/PC14372/rock-with-you--a-tribute-to-michael-jackson?subsiteid=1,Pop Choral Series,Rock with You – A Tribute to Michael Jackson,"
			SATB, SAB, 2-Part, Combo (Digital), ShowTrax CD
			
		",,,,,
9659,9659,The Police,700268,https://halleonard-common.s3.amazonaws.com/item_gif/00700268.gif,9.78142E+12,Softcover Audio Online,$16.99 (US),https://www.halleonard.com/product/700268/the-police?subsiteid=1,Drum Play-Along,The Police,,,,,,
9660,9660,Andrea Ramsey,,https://halleonard-common.s3.amazonaws.com/item_gif/50600826.gif,,,,https://www.halleonard.com/product-family/PC19846/but-a-flint-holds-fire?subsiteid=1,Andrea Ramsey Choral Series,But a Flint Holds Fire,"
			Unison, SATB
			
		",,,,,
9661,9661,"Artists: One Direction,Glee Cast",102582,https://halleonard-common.s3.amazonaws.com/item_gif/00102580.gif,,,$1.95 (US),https://www.halleonard.com/product/102582/what-makes-you-beautiful?subsiteid=1,Pop Choral Series,What Makes You Beautiful,"
			2-Part
			
		",,,,,
9662,9662,John Calarco,137264,https://halleonard-common.s3.amazonaws.com/item_gif/00137264.gif,9.78148E+12,Softcover Audio Online,$16.99 (US),https://www.halleonard.com/product/137264/hal-leonard-drumset-fills?subsiteid=1,Drum Instruction,Hal Leonard Drumset Fills,,,,,,
9663,9663,Sia,251981,https://halleonard-common.s3.amazonaws.com/item_gif/00251981.gif,,Octavo,$2.15 (US),https://www.halleonard.com/product/251981/cheap-thrills-?subsiteid=1,Pop Choral Series,Cheap Thrills  ,"
			SSAA/ Solo a cappella
			
		",,,,,
9664,9664,Adele,,https://halleonard-common.s3.amazonaws.com/item_gif/08202998.gif,,,,https://www.halleonard.com/product-family/PC14580/someone-like-you?subsiteid=1,Pop Choral Series,Someone Like You,"
			SATB, SSA, Rhythm Section Parts, ShowTrax CD
			
		",,,,,
9665,9665,Don Besig,35031301,https://halleonard-common.s3.amazonaws.com/item_gif/35031301.gif,9.7815E+12,Octavo,$2.10 (US),https://www.halleonard.com/product/35031301/use-me-lord?subsiteid=1,Shawnee Sacred,"Use Me, Lord","
			SATB W/  FLUTE
			
		",,,,,
9666,9666,"Composers: Alan Menken,Jack Feldman",123301,https://halleonard-common.s3.amazonaws.com/item_gif/00123300.gif,,,$2.15 (US),https://www.halleonard.com/product/123301/seize-the-day?subsiteid=1,Disney Choral,Seize the Day,"
			SSAA ACAPELL
			
		",,,,,
9667,9667,Ellen Wilmeth,9970219,https://halleonard-common.s3.amazonaws.com/item_gif/09970219.gif,9.78063E+12,,$24.99 (US),https://www.halleonard.com/product/9970219/thirty-days-to-music-theory-classroom-resource?subsiteid=1,ExpressiveArts,Thirty Days to Music Theory (Classroom Resource),"
			TEACHER ED
			
		",,,,,
9668,9668,Editor: H. Voxman,4471640,https://halleonard-common.s3.amazonaws.com/item_gif/04471640.gif,9.78142E+12,Softcover,$9.99 (US),https://www.halleonard.com/product/4471640/concert-and-contest-collection-for-bb-clarinet?subsiteid=1,Rubank Solo Collection,Concert and Contest Collection for Bb Clarinet,,,,,,
9669,9669,Various,841553,https://halleonard-common.s3.amazonaws.com/item_gif/00841553.gif,9.78063E+12,Softcover Audio Online,$12.99 (US),https://www.halleonard.com/product/841553/disney-solos-for-mallet-percussion?subsiteid=1,Instrumental Folio,Disney Solos for Mallet Percussion,,,,,,
9670,9670,,327212,https://halleonard-common.s3.amazonaws.com/item_gif/00327212.gif,,General Merchandise,$39.99 (US),https://www.halleonard.com/product/327212/bass-drum-hoop-mic-mount?subsiteid=1,Gibraltar,Bass Drum Hoop Mic Mount,,,,,,
9671,9671,Various,113429,https://halleonard-common.s3.amazonaws.com/item_gif/00113429.gif,9.78148E+12,Softcover Audio Online,$16.99 (US),https://www.halleonard.com/product/113429/classic-rock?subsiteid=1,Saxophone Play-Along,Classic Rock,,,,,,
9672,9672,Roger Emerson,,https://halleonard-common.s3.amazonaws.com/item_gif/08621429.gif,,,,https://www.halleonard.com/product-family/PC14193/one-short-day?subsiteid=1,Broadway Choral,One Short Day,"
			SATB, SAB, SSA, Combo (Digital), ShowTrax CD
			
		",,,,,
9673,9673,Various,842618,https://halleonard-common.s3.amazonaws.com/item_gif/00842618.gif,9.78146E+12,Softcover,$12.99 (US),https://www.halleonard.com/product/842618/the-big-book-of-disney-songs?subsiteid=1,Instrumental Folio,The Big Book of Disney Songs,,,,,,
9674,9674,"Authors: Michael Allen,Robert Gillespie,Pamela Tellejohn Hayes",960187,https://halleonard-common.s3.amazonaws.com/item_gif/00960187.gif,9.78142E+12,,$5.99 (US),https://www.halleonard.com/product/960187/essential-musicianship-for-strings--ensemble-concepts?subsiteid=1,Essential Musicianship Strings,Essential Musicianship for Strings – Ensemble Concepts,,,,,,
9675,9675,"Arrangers: Mary Donnelly,George L.O. Strid",,https://halleonard-common.s3.amazonaws.com/item_gif/35032573.gif,,,,https://www.halleonard.com/product-family/PC20754/christmas-day-in-the-morning?subsiteid=1,Shawnee Press,Christmas Day in the Morning,"
			3-Part Mixed, 2-Part
			
		",,,,,
9676,9676,Cindy Berry,35028945,https://halleonard-common.s3.amazonaws.com/item_gif/35028945.gif,9.78148E+12,Softcover,$12.99 (US),https://www.halleonard.com/product/35028945/blessed-assurance?subsiteid=1,Shawnee Press,Blessed Assurance,,,,,,
9677,9677,Various,14029669,https://halleonard-common.s3.amazonaws.com/item_gif/14029669.gif,9.78083E+12,Softcover,$19.99 (US),https://www.halleonard.com/product/14029669/selected-flute-solos?subsiteid=1,Music Sales America,Selected Flute Solos,,,,,,
9678,9678,,241086,https://halleonard-common.s3.amazonaws.com/item_gif/00241086.gif,,General Merchandise,$79.00 (US),https://www.halleonard.com/product/241086/pedpro?subsiteid=1,AirTurn,PEDpro,,,,,,
9679,9679,Various,400679,https://halleonard-common.s3.amazonaws.com/item_gif/00400679.gif,9.7816E+12,Softcover Audio Online,$14.99 (US),https://www.halleonard.com/product/400679/oboe-classics-for-the-intermediate-player?subsiteid=1,Music Minus One,Oboe Classics for the Intermediate Player,,,,,,
9680,9680,Billie Eilish,345655,https://halleonard-common.s3.amazonaws.com/item_gif/00345655.gif,9.78154E+12,Softcover Audio Online,$14.99 (US),https://www.halleonard.com/product/345655/billie-eilish?subsiteid=1,Instrumental Play-Along,Billie Eilish,"
			Violin
			
		",,,,,
9681,9681,Mark Brymer,141555,https://halleonard-common.s3.amazonaws.com/item_gif/00141555.gif,,,$2.15 (US),https://www.halleonard.com/product/141555/boogie-wonderland?subsiteid=1,Pop Choral Series,Boogie Wonderland,"
			SATB
			
		",,,,,
9682,9682,"Composers: George Gordy,Allen Story,Anna Gordy Gaye",116013,https://halleonard-common.s3.amazonaws.com/item_gif/00116012.gif,,,$1.95 (US),https://www.halleonard.com/product/116013/what-christmas-means-to-me?subsiteid=1,Secular Christmas Choral,What Christmas Means to Me,"
			SAB
			
		",,,,,
9683,9683,,345996,https://halleonard-common.s3.amazonaws.com/item_gif/00345996.gif,,General Merchandise,$99.99 (US),https://www.halleonard.com/product/345996/irig-video-creator-bundle?subsiteid=1,IK Hardware,iRig Video Creator Bundle,,,,,,
9684,9684,Ken Berg,8301886,https://halleonard-common.s3.amazonaws.com/item_gif/08301886.gif,,,$2.15 (US),https://www.halleonard.com/product/8301886/tango?subsiteid=1,Pavane Choral,Tango,"
			2-Part
			
		",,,,,
9685,9685,Brian Bonsor,49002828,https://halleonard-common.s3.amazonaws.com/item_gif/49002828.gif,9.7809E+12,Softcover,$18.99 (US),https://www.halleonard.com/product/49002828/enjoy-the-recorder?subsiteid=1,Schott,Enjoy the Recorder,,,,,,
9686,9686,Queen,285408,https://halleonard-common.s3.amazonaws.com/item_gif/00285408.gif,9.78154E+12,Softcover Audio Online,$14.99 (US),https://www.halleonard.com/product/285408/queen--updated-edition?subsiteid=1,Instrumental Play-Along,Queen – Updated Edition,"
			Trombone
			
		",,,,,
9687,9687,Mac Huff,,https://halleonard-common.s3.amazonaws.com/item_gif/00155298.gif,,,,https://www.halleonard.com/product-family/PC19566/writings-on-the-wall?subsiteid=1,Pop Choral Series,Writing's on the Wall,"
			SATB, SAB, 2-Part, ShowTrax CD, Combo Accompaniment Parts
			
		",,,,,
9688,9688,Harry Simeone,,https://halleonard-common.s3.amazonaws.com/item_gif/35024210.gif,,,,https://www.halleonard.com/product-family/PC17292/twas-the-night-before-christmas?subsiteid=1,Shawnee Press,'Twas the Night Before Christmas,"
			SATB, SSA, SAB, SA, Score & Parts
			
		",,,,,
9689,9689,Kirby Shaw,,https://halleonard-common.s3.amazonaws.com/item_gif/08202310.gif,,,,https://www.halleonard.com/product-family/PC13058/80s-dance-party?subsiteid=1,Pop Choral Series,80s Dance Party,"
			SATB, SAB, SSA, Combo (Digital), ShowTrax CD
			
		",,,,,
9690,9690,Various,50330050,https://halleonard-common.s3.amazonaws.com/item_gif/50330050.gif,9.78079E+12,Softcover,$19.99 (US),https://www.halleonard.com/product/50330050/solos-for-the-horn-player?subsiteid=1,Brass Solo,Solos for the Horn Player,,,,,,
9691,9691,"Composers: Arthur Freed,Nacio Herb Brown",142792,https://halleonard-common.s3.amazonaws.com/item_gif/00142791.gif,,,$2.15 (US),https://www.halleonard.com/product/142792/singin-in-the-rain?subsiteid=1,Broadway Choral,Singin' in the Rain,"
			SAB
			
		",,,,,
9692,9692,Roger Emerson,,https://halleonard-common.s3.amazonaws.com/item_gif/08749518.gif,,,,https://www.halleonard.com/product-family/PC13405/high-school-musical?subsiteid=1,Disney Choral,High School Musical,"
			SATB, SAB, 2-Part, ShowTrax CD
			
		",,,,,
9693,9693,Johnny Marks,35030227,https://halleonard-common.s3.amazonaws.com/item_gif/35030227.gif,9.7815E+12,,$2.50 (US),https://www.halleonard.com/product/35030227/a-holly-jolly-christmas?subsiteid=1,Choral,"A Holly, Jolly Christmas","
			SATB
			
		",,,,,
9694,9694,Roger Emerson,,https://halleonard-common.s3.amazonaws.com/item_gif/00158665.gif,,,,https://www.halleonard.com/product-family/PC19603/a-musical?subsiteid=1,Pop Choral Series,A Musical,"
			SATB, SAB, SSA, Combo Parts, ShowTrax CD
			
		",,,,,
9695,9695,"Arrangers: Lois Fiftal,Greg Gilpin",35028822,https://halleonard-common.s3.amazonaws.com/item_gif/35028822.gif,9.78148E+12,,$2.50 (US),https://www.halleonard.com/product/35028822/el-capotin?subsiteid=1,Choral,El Capotín,"
			2-Part
			
		",,,,,
9696,9696,,3700017,https://halleonard-common.s3.amazonaws.com/item_gif/03700017.gif,,Drums,$30.60 (US),https://www.halleonard.com/product/3700017/ambassador-series-coated-drumhead?subsiteid=1,Remo Drum Heads,Ambassador Series Coated Drumhead,,,,,,
9697,9697,,152226,https://halleonard-common.s3.amazonaws.com/item_gif/00152226.gif,,,$249.99 (US),https://www.halleonard.com/product/152226/solomon-lofreq?subsiteid=1,Solomon Mics,Solomon LoFReQ,,,,,,
9698,9698,The Beatles,225332,https://halleonard-common.s3.amazonaws.com/item_gif/00225332.gif,9.7815E+12,Softcover Audio Online,$14.99 (US),https://www.halleonard.com/product/225332/the-beatles--instrumental-play-along?subsiteid=1,Instrumental Play-Along,The Beatles – Instrumental Play-Along,"
			Alto Sax
			
		",,,,,
